age,job,marital,education,key,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
27,management,single,tertiary,27managementsingletertiary,no,377,no,no,cellular,21,aug,171,3,91,1,failure,no
53,management,married,tertiary,53managementmarriedtertiary,no,1624,no,no,cellular,6,aug,107,1,98,6,success,yes
34,management,single,tertiary,34managementsingletertiary,no,171,yes,no,cellular,7,may,191,1,294,1,failure,no
49,management,married,tertiary,49managementmarriedtertiary,no,1167,yes,yes,cellular,25,jun,213,6,150,8,failure,yes
37,technician,married,primary,37technicianmarriedprimary,no,1653,yes,yes,cellular,11,may,285,2,349,10,failure,no
22,student,single,primary,22studentsingleprimary,no,3472,no,no,cellular,19,apr,529,1,181,4,success,yes
34,blue-collar,divorced,primary,34blue-collardivorcedprimary,no,390,yes,no,cellular,15,may,372,2,371,2,success,no
35,blue-collar,divorced,secondary,35blue-collardivorcedsecondary,no,1780,yes,no,cellular,15,may,306,3,347,9,failure,no
35,technician,married,tertiary,35technicianmarriedtertiary,no,3160,yes,no,cellular,16,nov,445,2,95,1,failure,yes
32,management,married,tertiary,32managementmarriedtertiary,no,6138,no,no,cellular,30,apr,211,2,196,7,success,no
24,student,single,secondary,24studentsinglesecondary,no,493,yes,no,cellular,13,may,85,4,358,1,other,no
46,admin.,married,secondary,46admin.marriedsecondary,no,5021,no,no,cellular,15,jul,957,1,182,1,success,yes
45,management,married,tertiary,45managementmarriedtertiary,no,226,yes,no,cellular,13,aug,177,6,179,10,success,yes
37,unemployed,married,tertiary,37unemployedmarriedtertiary,no,7620,no,no,telephone,23,feb,367,1,176,6,failure,yes
23,student,single,secondary,23studentsinglesecondary,no,107,no,no,cellular,14,oct,84,1,183,1,success,yes
61,management,single,tertiary,61managementsingletertiary,no,2,no,no,cellular,12,aug,131,1,114,3,failure,yes
41,blue-collar,married,primary,41blue-collarmarriedprimary,no,6596,yes,no,cellular,7,may,192,1,168,1,failure,no
44,management,single,secondary,44managementsinglesecondary,no,3684,yes,no,cellular,15,may,31,5,179,3,failure,no
30,management,single,tertiary,30managementsingletertiary,no,985,yes,no,cellular,25,oct,304,1,94,2,success,yes
40,blue-collar,single,secondary,40blue-collarsinglesecondary,no,82,yes,no,cellular,13,may,135,6,370,5,failure,no
45,blue-collar,married,primary,45blue-collarmarriedprimary,no,2958,yes,no,cellular,16,apr,580,1,317,2,failure,no
45,management,married,tertiary,45managementmarriedtertiary,no,7154,yes,no,cellular,19,nov,93,3,111,3,failure,no
35,blue-collar,married,secondary,35blue-collarmarriedsecondary,no,305,yes,no,cellular,18,may,7,7,367,25,failure,no
70,retired,married,primary,70retiredmarriedprimary,no,2346,no,no,cellular,24,aug,190,3,194,2,success,no
30,admin.,married,secondary,30admin.marriedsecondary,no,779,yes,no,cellular,4,jun,156,2,17,3,other,no
63,entrepreneur,married,secondary,63entrepreneurmarriedsecondary,no,3904,no,no,telephone,8,nov,360,1,96,4,success,yes
28,admin.,single,secondary,28admin.singlesecondary,no,261,yes,yes,cellular,29,jan,254,3,142,6,success,yes
36,self-employed,single,tertiary,36self-employedsingletertiary,no,577,yes,no,cellular,15,may,33,1,298,1,failure,no
52,services,divorced,secondary,52servicesdivorcedsecondary,no,238,yes,no,cellular,6,may,101,1,362,5,other,no
34,admin.,single,secondary,34admin.singlesecondary,no,607,no,no,cellular,26,apr,449,1,326,3,other,no
71,retired,married,secondary,71retiredmarriedsecondary,no,29941,no,no,telephone,18,jun,80,1,71,3,other,no
84,retired,married,tertiary,84retiredmarriedtertiary,no,4761,no,no,telephone,9,sep,1405,1,92,3,failure,yes
74,retired,married,tertiary,74retiredmarriedtertiary,no,1843,no,no,cellular,15,sep,251,2,184,3,success,yes
23,housemaid,single,secondary,23housemaidsinglesecondary,no,650,yes,no,cellular,14,may,136,1,367,4,failure,no
55,blue-collar,divorced,secondary,55blue-collardivorcedsecondary,no,1613,yes,no,cellular,3,apr,296,1,270,3,failure,yes
42,technician,married,secondary,42technicianmarriedsecondary,no,2152,no,no,cellular,1,jul,113,2,93,4,failure,no
58,services,divorced,secondary,58servicesdivorcedsecondary,no,739,yes,no,cellular,20,apr,304,7,335,5,failure,no
35,entrepreneur,married,tertiary,35entrepreneurmarriedtertiary,no,129,yes,no,cellular,20,apr,231,3,151,5,other,no
35,services,single,secondary,35servicessinglesecondary,no,313,yes,no,cellular,11,may,195,2,301,3,failure,no
41,blue-collar,single,primary,41blue-collarsingleprimary,no,3237,no,no,cellular,14,may,240,3,363,4,other,no
36,management,married,secondary,36managementmarriedsecondary,no,1825,yes,no,cellular,14,may,24,1,346,1,failure,no
52,services,married,secondary,52servicesmarriedsecondary,no,657,no,no,telephone,7,jul,398,2,460,2,failure,yes
30,services,married,secondary,30servicesmarriedsecondary,no,2212,yes,no,telephone,30,jan,41,1,249,2,other,no
45,blue-collar,married,secondary,45blue-collarmarriedsecondary,no,776,yes,no,cellular,6,feb,232,4,253,1,failure,no
33,student,married,secondary,33studentmarriedsecondary,no,1536,no,no,cellular,9,feb,359,1,92,3,success,yes
21,student,single,secondary,21studentsinglesecondary,no,2488,no,no,cellular,30,jun,258,6,169,3,success,yes
39,technician,divorced,secondary,39techniciandivorcedsecondary,no,1333,yes,yes,cellular,29,jan,585,2,246,1,failure,no
59,retired,divorced,secondary,59retireddivorcedsecondary,no,514,no,no,cellular,4,may,673,6,90,1,success,yes
36,management,single,tertiary,36managementsingletertiary,no,688,no,no,cellular,2,jun,126,1,120,1,failure,no
34,management,single,tertiary,34managementsingletertiary,no,13014,no,no,cellular,12,feb,637,1,183,1,success,yes
38,blue-collar,married,secondary,38blue-collarmarriedsecondary,no,67,no,no,cellular,28,jan,74,1,239,2,failure,no
59,admin.,married,secondary,59admin.marriedsecondary,no,3735,no,no,cellular,17,jun,243,3,91,6,success,yes
37,technician,married,tertiary,37technicianmarriedtertiary,no,122,no,no,cellular,25,jun,266,2,318,3,other,yes
46,admin.,married,secondary,46admin.marriedsecondary,no,368,no,no,cellular,20,aug,293,1,90,4,other,yes
50,blue-collar,married,primary,50blue-collarmarriedprimary,no,2590,yes,no,telephone,20,nov,281,2,195,6,failure,no
42,blue-collar,married,secondary,42blue-collarmarriedsecondary,no,2913,no,no,cellular,3,jun,705,1,195,1,failure,yes
34,management,single,tertiary,34managementsingletertiary,no,76,yes,no,cellular,13,may,747,2,371,3,failure,yes
47,blue-collar,married,secondary,47blue-collarmarriedsecondary,no,3715,no,no,cellular,12,feb,171,2,182,4,other,yes
36,management,married,tertiary,36managementmarriedtertiary,no,495,no,no,cellular,14,jun,187,1,94,9,success,yes
39,technician,single,secondary,39techniciansinglesecondary,no,12,yes,no,cellular,15,may,500,2,352,2,failure,no
30,technician,married,secondary,30technicianmarriedsecondary,no,2326,no,no,cellular,14,dec,420,1,175,2,failure,yes
40,unemployed,divorced,secondary,40unemployeddivorcedsecondary,no,507,yes,no,cellular,2,feb,134,1,266,7,failure,no
48,services,married,primary,48servicesmarriedprimary,no,222,yes,no,cellular,11,may,127,2,369,1,failure,no
38,management,married,tertiary,38managementmarriedtertiary,no,1477,no,no,cellular,15,sep,385,3,769,2,failure,yes
50,self-employed,single,secondary,50self-employedsinglesecondary,no,766,yes,no,cellular,7,may,253,2,304,4,failure,no
25,admin.,single,secondary,25admin.singlesecondary,no,1235,yes,yes,cellular,14,may,64,1,349,3,failure,no
38,management,married,tertiary,38managementmarriedtertiary,no,413,no,no,cellular,13,apr,240,1,179,2,failure,yes
50,housemaid,married,secondary,50housemaidmarriedsecondary,no,388,no,no,cellular,15,sep,173,2,99,4,failure,yes
30,technician,single,secondary,30techniciansinglesecondary,no,156,yes,no,cellular,25,may,157,4,363,5,failure,no
57,blue-collar,married,primary,57blue-collarmarriedprimary,no,3498,no,no,cellular,15,jul,210,2,456,2,success,no
28,services,single,secondary,28servicessinglesecondary,no,430,yes,no,cellular,8,may,158,2,350,2,failure,no
29,services,married,primary,29servicesmarriedprimary,no,549,yes,no,cellular,5,feb,205,1,245,2,failure,no
33,technician,married,secondary,33technicianmarriedsecondary,no,348,yes,no,cellular,7,may,263,2,294,1,success,no
49,admin.,married,primary,49admin.marriedprimary,no,686,yes,yes,cellular,1,apr,286,2,225,4,other,no
36,entrepreneur,single,tertiary,36entrepreneursingletertiary,no,658,yes,no,cellular,29,jan,99,1,227,3,failure,no
36,technician,divorced,secondary,36techniciandivorcedsecondary,no,2823,yes,no,cellular,8,jun,215,1,371,6,failure,yes
52,technician,married,secondary,52technicianmarriedsecondary,no,1,no,no,cellular,29,jan,189,1,248,6,other,no
38,technician,married,secondary,38technicianmarriedsecondary,no,1016,yes,yes,cellular,6,may,74,2,167,4,failure,no
63,retired,married,secondary,63retiredmarriedsecondary,no,2896,no,no,cellular,1,jul,304,1,119,2,success,yes
35,technician,married,secondary,35technicianmarriedsecondary,no,222,yes,no,cellular,14,may,165,5,177,7,failure,no
28,admin.,married,secondary,28admin.marriedsecondary,no,330,no,no,cellular,2,dec,357,1,188,3,other,yes
42,services,married,secondary,42servicesmarriedsecondary,no,798,no,no,cellular,17,apr,80,1,338,1,other,no
32,management,single,tertiary,32managementsingletertiary,no,354,no,no,cellular,12,aug,363,1,104,3,success,no
34,technician,married,tertiary,34technicianmarriedtertiary,no,23076,no,no,cellular,26,may,243,2,35,6,other,yes
37,technician,married,secondary,37technicianmarriedsecondary,no,1707,yes,no,cellular,26,jul,546,2,784,3,failure,yes
52,management,married,secondary,52managementmarriedsecondary,no,4873,no,no,telephone,6,feb,381,6,213,9,failure,no
46,unemployed,married,secondary,46unemployedmarriedsecondary,no,1040,no,no,telephone,12,aug,542,1,78,5,failure,no
34,technician,single,secondary,34techniciansinglesecondary,no,486,yes,no,cellular,16,apr,204,1,328,2,failure,no
39,technician,married,secondary,39technicianmarriedsecondary,no,116,no,no,cellular,24,aug,79,2,94,2,success,no
37,management,married,secondary,37managementmarriedsecondary,no,10,no,yes,cellular,2,feb,164,1,250,2,failure,no
42,blue-collar,married,secondary,42blue-collarmarriedsecondary,no,2044,yes,yes,cellular,7,may,155,1,282,5,failure,no
29,admin.,single,secondary,29admin.singlesecondary,no,854,no,no,cellular,20,jul,175,5,95,1,other,no
22,student,single,secondary,22studentsinglesecondary,no,71,no,no,cellular,13,jul,337,1,181,2,success,yes
44,management,married,tertiary,44managementmarriedtertiary,no,226,yes,no,cellular,14,aug,190,3,270,3,failure,yes
61,retired,married,tertiary,61retiredmarriedtertiary,no,2557,yes,no,cellular,10,feb,158,2,92,5,success,yes
51,services,single,secondary,51servicessinglesecondary,no,516,yes,no,cellular,13,may,370,1,363,1,failure,no
53,technician,married,secondary,53technicianmarriedsecondary,no,195,yes,no,cellular,19,may,472,1,90,6,success,yes
27,admin.,single,primary,27admin.singleprimary,no,528,yes,yes,cellular,18,may,267,2,311,2,failure,no
42,blue-collar,single,primary,42blue-collarsingleprimary,no,156,yes,no,telephone,15,may,7,4,371,5,failure,no
44,management,married,secondary,44managementmarriedsecondary,no,2897,no,no,cellular,5,apr,296,1,180,4,other,no
45,technician,married,secondary,45technicianmarriedsecondary,no,858,no,no,cellular,5,feb,617,4,251,2,failure,no
46,management,married,tertiary,46managementmarriedtertiary,no,273,yes,no,cellular,15,sep,1962,1,105,3,failure,yes
38,blue-collar,married,primary,38blue-collarmarriedprimary,no,406,yes,no,cellular,29,jan,138,1,188,5,failure,no
28,admin.,single,secondary,28admin.singlesecondary,no,242,yes,yes,cellular,12,may,256,1,349,1,failure,no
35,admin.,married,secondary,35admin.marriedsecondary,no,2374,yes,no,cellular,11,aug,765,2,183,5,success,yes
23,student,single,tertiary,23studentsingletertiary,no,508,no,no,cellular,8,sep,210,1,92,1,failure,no
44,blue-collar,single,primary,44blue-collarsingleprimary,no,36,yes,no,cellular,15,may,551,1,371,2,failure,yes
34,housemaid,single,primary,34housemaidsingleprimary,no,443,no,no,cellular,30,jan,10,1,2,1,other,no
62,retired,married,secondary,62retiredmarriedsecondary,no,2801,yes,yes,cellular,9,sep,261,1,183,1,success,yes
32,management,single,tertiary,32managementsingletertiary,no,473,yes,no,cellular,11,may,72,2,361,1,other,no
29,unemployed,single,primary,29unemployedsingleprimary,no,1374,no,no,cellular,14,may,1205,2,178,7,success,yes
28,student,single,tertiary,28studentsingletertiary,no,682,yes,no,cellular,29,jan,356,1,255,2,other,no
29,management,single,tertiary,29managementsingletertiary,no,265,no,no,cellular,24,aug,130,2,94,1,success,yes
59,management,married,tertiary,59managementmarriedtertiary,no,315,no,no,cellular,2,mar,591,1,176,2,failure,yes
62,retired,married,secondary,62retiredmarriedsecondary,no,569,no,no,cellular,3,aug,187,2,180,6,success,yes
55,management,divorced,tertiary,55managementdivorcedtertiary,no,5253,yes,yes,cellular,20,apr,378,1,287,19,failure,no
37,blue-collar,divorced,secondary,37blue-collardivorcedsecondary,no,625,yes,no,cellular,15,may,68,4,359,2,failure,no
40,blue-collar,married,primary,40blue-collarmarriedprimary,no,119,yes,no,cellular,17,apr,795,3,147,2,failure,no
50,technician,married,secondary,50technicianmarriedsecondary,no,402,no,no,cellular,4,may,165,1,180,2,failure,no
47,management,single,tertiary,47managementsingletertiary,no,334,yes,no,cellular,26,mar,360,1,326,8,failure,yes
27,management,single,tertiary,27managementsingletertiary,no,20585,no,no,cellular,23,sep,299,1,100,1,success,yes
25,student,single,secondary,25studentsinglesecondary,no,1790,no,no,cellular,17,apr,224,1,322,3,failure,no
30,management,married,tertiary,30managementmarriedtertiary,no,877,no,no,cellular,22,may,122,2,108,3,failure,no
38,technician,married,secondary,38technicianmarriedsecondary,no,976,yes,no,cellular,18,may,32,8,308,3,success,no
55,blue-collar,married,secondary,55blue-collarmarriedsecondary,no,1765,yes,no,cellular,5,feb,445,1,267,1,failure,no
33,management,single,tertiary,33managementsingletertiary,no,506,no,no,cellular,4,jun,176,1,91,2,success,no
31,unemployed,single,tertiary,31unemployedsingletertiary,no,302,no,no,cellular,3,feb,349,1,357,3,success,yes
43,admin.,single,secondary,43admin.singlesecondary,no,243,yes,no,cellular,17,apr,31,3,338,5,failure,no
44,management,married,tertiary,44managementmarriedtertiary,no,12392,yes,no,cellular,13,may,177,3,343,1,other,no
37,technician,married,secondary,37technicianmarriedsecondary,no,480,no,no,cellular,22,oct,344,2,182,8,other,yes
37,blue-collar,married,secondary,37blue-collarmarriedsecondary,no,1165,yes,no,cellular,19,nov,62,3,190,4,success,no
32,admin.,married,secondary,32admin.marriedsecondary,no,393,yes,no,cellular,9,apr,236,1,330,1,failure,no
61,self-employed,divorced,tertiary,61self-employeddivorcedtertiary,no,6,yes,no,cellular,13,oct,210,1,182,2,success,yes
39,management,married,tertiary,39managementmarriedtertiary,no,494,no,no,cellular,9,sep,216,1,183,5,success,yes
37,admin.,single,tertiary,37admin.singletertiary,no,1000,yes,no,cellular,15,jun,322,1,90,1,success,yes
47,housemaid,married,secondary,47housemaidmarriedsecondary,no,3940,yes,no,cellular,5,aug,226,3,97,2,failure,yes
23,services,single,secondary,23servicessinglesecondary,no,870,no,no,cellular,29,dec,296,1,176,4,success,yes
46,blue-collar,married,primary,46blue-collarmarriedprimary,no,4170,yes,yes,cellular,12,may,118,2,357,3,failure,no
44,blue-collar,married,primary,44blue-collarmarriedprimary,no,103,yes,no,cellular,12,may,79,1,329,2,failure,no
39,technician,married,secondary,39technicianmarriedsecondary,no,133,yes,no,cellular,14,may,84,4,352,4,other,no
28,management,single,tertiary,28managementsingletertiary,no,223,yes,no,cellular,1,jun,303,1,278,3,success,yes
30,self-employed,single,tertiary,30self-employedsingletertiary,no,655,no,no,cellular,23,sep,272,4,184,1,success,yes
47,blue-collar,married,secondary,47blue-collarmarriedsecondary,no,3696,yes,no,cellular,19,nov,635,3,170,2,failure,no
71,retired,married,tertiary,71retiredmarriedtertiary,no,653,no,no,telephone,3,sep,471,1,189,1,success,yes
27,student,single,tertiary,27studentsingletertiary,no,5291,no,no,cellular,11,feb,293,1,91,4,success,yes
35,services,married,secondary,35servicesmarriedsecondary,no,2918,no,yes,cellular,16,jul,815,2,407,3,success,yes
40,technician,married,tertiary,40technicianmarriedtertiary,no,602,yes,no,cellular,15,may,145,4,360,7,failure,no
49,management,married,tertiary,49managementmarriedtertiary,no,342,no,no,cellular,30,jan,433,2,228,1,failure,no
49,housemaid,married,secondary,49housemaidmarriedsecondary,no,3570,no,no,cellular,24,dec,62,3,202,2,failure,no
70,retired,divorced,secondary,70retireddivorcedsecondary,no,6850,no,no,telephone,3,sep,228,1,182,4,failure,no
34,technician,single,tertiary,34techniciansingletertiary,no,586,yes,no,cellular,3,feb,43,5,263,2,failure,no
35,entrepreneur,married,tertiary,35entrepreneurmarriedtertiary,no,355,yes,no,cellular,6,may,183,2,355,1,failure,no
39,housemaid,married,secondary,39housemaidmarriedsecondary,no,1444,no,no,cellular,19,nov,100,1,117,8,success,no
42,unemployed,married,secondary,42unemployedmarriedsecondary,no,8131,yes,no,cellular,21,nov,173,4,175,1,failure,no
33,services,single,secondary,33servicessinglesecondary,no,187,yes,no,cellular,20,apr,168,3,326,1,failure,no
46,self-employed,single,secondary,46self-employedsinglesecondary,no,526,no,no,cellular,30,apr,523,1,87,2,other,yes
67,retired,married,primary,67retiredmarriedprimary,no,1430,no,no,cellular,11,jan,499,2,91,3,failure,yes
