,age,job,marital,education,key,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
1370,37,technician,1,1,37technicianmarriedsecondary,no,1824,1,0,1,3,jul,112,2,324,2,2,0
1371,22,services,0,1,22servicessinglesecondary,no,361,0,0,0,7,jun,140,4,367,2,0,0
1372,52,admin.,2,1,52admin.divorcedsecondary,no,725,1,0,1,20,apr,57,3,325,1,2,0
1373,53,admin.,0,1,53admin.singlesecondary,no,545,1,0,1,12,may,305,1,370,1,0,0
1374,32,technician,1,1,32technicianmarriedsecondary,no,3322,1,0,1,5,feb,588,2,175,2,0,0
1375,24,student,0,1,24studentsinglesecondary,no,822,0,0,1,27,oct,184,1,91,2,0,1
1376,29,admin.,0,1,29admin.singlesecondary,no,428,1,1,1,7,may,54,1,345,2,0,0
1377,19,student,0,1,19studentsinglesecondary,no,55,0,0,0,6,oct,89,2,193,1,2,0
1378,44,technician,1,2,44technicianmarriedtertiary,no,1818,1,1,1,3,feb,508,1,92,4,0,1
1379,44,technician,0,1,44techniciansinglesecondary,no,33,1,0,1,13,may,195,3,351,10,0,0
1380,49,management,0,1,49managementsinglesecondary,no,61,1,0,1,29,jan,185,2,246,1,0,0
1381,63,technician,1,1,63technicianmarriedsecondary,no,896,1,0,1,28,jan,115,3,91,4,2,0
1382,33,services,1,1,33servicesmarriedsecondary,no,1078,1,0,1,13,may,320,4,175,4,2,0
1383,45,admin.,1,1,45admin.marriedsecondary,yes,1,0,0,0,2,feb,1028,2,207,1,2,0
1384,55,technician,0,1,55techniciansinglesecondary,no,99,1,0,1,12,may,300,1,370,3,0,0
1385,32,technician,1,1,32technicianmarriedsecondary,no,1547,0,0,1,26,oct,289,1,805,4,2,1
1386,36,admin.,0,2,36admin.singletertiary,no,994,0,0,1,13,aug,185,2,105,3,1,0
1387,23,student,0,1,23studentsinglesecondary,no,794,0,0,1,26,jul,607,3,171,3,2,1
1388,59,retired,1,1,59retiredmarriedsecondary,no,2126,0,0,1,18,mar,359,1,343,1,0,0
1389,35,unemployed,0,1,35unemployedsinglesecondary,no,9,1,0,1,13,may,84,2,364,2,0,0
1390,37,management,1,2,37managementmarriedtertiary,no,21,1,0,1,5,feb,89,2,252,2,0,0
1391,31,admin.,1,1,31admin.marriedsecondary,no,457,1,0,1,21,nov,283,1,171,5,0,0
1392,40,admin.,0,1,40admin.singlesecondary,no,60,1,0,1,15,may,460,3,352,6,2,0
1393,35,management,1,2,35managementmarriedtertiary,no,272,1,0,1,6,may,251,4,289,2,0,0
1394,34,management,1,2,34managementmarriedtertiary,no,271,1,0,1,15,feb,308,1,94,4,1,1
1395,80,retired,1,0,80retiredmarriedprimary,no,997,0,0,1,29,oct,746,2,86,1,2,1
1396,35,technician,0,2,35techniciansingletertiary,no,364,0,1,1,30,jan,162,3,205,3,0,0
1397,31,self-employed,1,2,31self-employedmarriedtertiary,no,2666,0,0,0,8,jul,411,2,148,9,2,1
1398,37,blue-collar,1,0,37blue-collarmarriedprimary,no,345,1,0,1,29,jan,344,1,188,2,0,0
1399,33,self-employed,1,1,33self-employedmarriedsecondary,no,217,1,1,1,15,may,132,5,304,5,0,0
1400,39,management,1,2,39managementmarriedtertiary,yes,47,0,0,1,21,nov,28,3,158,3,0,0
1401,73,retired,1,0,73retiredmarriedprimary,no,1388,0,0,0,25,oct,254,1,97,6,0,0
1402,38,management,1,2,38managementmarriedtertiary,no,238,0,0,1,4,aug,139,1,92,3,0,1
1403,33,technician,0,1,33techniciansinglesecondary,no,151,1,0,1,20,apr,104,3,236,6,0,0
1404,48,blue-collar,1,0,48blue-collarmarriedprimary,no,108,1,0,0,15,may,74,5,367,7,2,0
1405,53,self-employed,1,2,53self-employedmarriedtertiary,no,1672,0,0,1,28,jan,176,1,189,1,0,0
1406,28,technician,0,1,28techniciansinglesecondary,no,16,0,0,1,17,apr,268,1,333,1,0,0
1407,37,admin.,1,1,37admin.marriedsecondary,no,1207,1,0,0,6,apr,1353,2,138,2,1,1
1408,28,technician,0,1,28techniciansinglesecondary,no,1453,1,0,1,12,may,246,1,343,1,2,0
1409,64,housemaid,1,0,64housemaidmarriedprimary,no,67,0,0,0,14,dec,86,2,111,1,0,0
1410,57,technician,1,2,57technicianmarriedtertiary,no,1181,0,0,1,29,jul,169,2,182,2,1,1
1411,26,blue-collar,0,1,26blue-collarsinglesecondary,no,2007,0,0,1,13,oct,194,1,92,5,1,1
1412,27,management,0,2,27managementsingletertiary,no,2489,0,0,1,15,jul,323,2,163,2,2,1
1413,31,services,0,1,31servicessinglesecondary,no,481,1,0,1,20,nov,106,2,183,2,0,0
1414,32,student,0,2,32studentsingletertiary,no,1138,0,0,1,4,may,214,3,83,3,1,1
1415,36,services,2,1,36servicesdivorcedsecondary,no,532,1,0,1,29,jan,391,1,241,1,0,0
1416,44,entrepreneur,1,1,44entrepreneurmarriedsecondary,no,887,1,0,1,17,apr,519,1,14,2,0,0
1417,34,technician,1,1,34technicianmarriedsecondary,no,272,1,0,1,4,feb,287,1,201,2,0,0
1419,42,services,1,1,42servicesmarriedsecondary,no,115,1,1,1,17,apr,161,1,149,2,0,0
1420,41,admin.,2,1,41admin.divorcedsecondary,no,270,1,0,1,6,apr,143,1,336,1,0,0
1421,62,management,1,2,62managementmarriedtertiary,no,3371,0,0,1,25,mar,187,1,178,2,1,1
1422,39,management,1,2,39managementmarriedtertiary,no,494,0,0,1,10,mar,106,2,478,3,0,1
1423,38,management,0,2,38managementsingletertiary,no,3141,0,0,1,9,nov,347,4,189,2,1,1
1424,43,services,1,1,43servicesmarriedsecondary,no,3689,1,0,1,20,apr,165,1,321,1,0,0
1425,39,technician,0,1,39techniciansinglesecondary,no,1104,0,0,1,20,nov,333,2,105,2,1,0
1426,33,management,1,2,33managementmarriedtertiary,no,1390,0,0,1,7,sep,92,1,84,4,0,0
1427,29,technician,0,1,29techniciansinglesecondary,no,382,0,0,1,27,aug,64,3,202,3,2,0
1428,37,management,1,2,37managementmarriedtertiary,no,3236,0,0,1,20,may,291,2,202,5,2,1
1429,36,services,1,1,36servicesmarriedsecondary,no,4721,0,0,1,9,mar,288,2,90,3,1,1
1430,29,admin.,1,1,29admin.marriedsecondary,no,957,1,1,1,30,jan,258,2,263,3,0,0
1432,60,management,1,1,60managementmarriedsecondary,no,544,0,0,1,12,jun,95,7,357,2,0,1
1433,53,management,1,1,53managementmarriedsecondary,no,218,1,0,1,12,may,27,6,344,12,0,0
1434,27,unemployed,0,2,27unemployedsingletertiary,no,77,0,0,1,12,jul,305,4,77,1,1,0
1435,31,self-employed,0,2,31self-employedsingletertiary,no,283,0,0,1,28,jan,98,2,241,1,0,0
1436,27,admin.,0,1,27admin.singlesecondary,no,4590,1,0,1,13,aug,75,1,442,2,0,0
1437,36,technician,0,1,36techniciansinglesecondary,no,265,1,1,1,2,feb,88,1,273,1,0,0
1438,34,admin.,1,1,34admin.marriedsecondary,no,1499,1,0,1,13,apr,186,1,327,2,0,0
1439,37,admin.,0,1,37admin.singlesecondary,no,1560,1,0,1,21,nov,67,1,163,2,0,0
1440,37,management,2,2,37managementdivorcedtertiary,no,132,1,0,1,5,feb,175,5,253,1,2,0
1441,34,services,1,1,34servicesmarriedsecondary,no,404,1,0,1,9,apr,208,12,337,1,0,0
1442,57,management,1,0,57managementmarriedprimary,no,6900,0,0,1,23,oct,255,4,185,2,0,1
1443,59,management,1,1,59managementmarriedsecondary,no,771,0,0,0,13,may,125,2,370,3,0,0
1444,35,management,1,1,35managementmarriedsecondary,no,724,1,0,1,14,jul,287,2,415,1,0,1
1445,32,technician,0,1,32techniciansinglesecondary,no,271,1,0,1,13,may,80,2,268,2,2,0
1446,35,self-employed,0,2,35self-employedsingletertiary,no,353,0,0,1,11,feb,352,1,183,1,1,1
1447,75,blue-collar,1,1,75blue-collarmarriedsecondary,no,6053,0,0,1,11,feb,865,2,190,1,0,0
1448,33,blue-collar,1,0,33blue-collarmarriedprimary,no,494,1,0,1,7,may,159,1,346,2,0,0
1449,49,blue-collar,1,0,49blue-collarmarriedprimary,no,816,1,0,1,17,apr,76,1,260,7,0,0
1450,34,technician,1,1,34technicianmarriedsecondary,no,294,1,0,1,9,dec,265,1,184,3,1,1
1451,37,management,1,2,37managementmarriedtertiary,no,1276,0,0,1,16,nov,146,1,94,2,1,1
1452,30,technician,0,2,30techniciansingletertiary,no,2325,0,0,1,10,aug,263,1,127,7,0,1
1453,70,retired,1,2,70retiredmarriedtertiary,no,44,0,0,1,18,sep,1104,2,88,2,2,1
1454,65,retired,1,2,65retiredmarriedtertiary,no,162,0,0,1,6,aug,280,3,185,2,0,0
1455,40,services,1,1,40servicesmarriedsecondary,no,2843,1,0,1,20,apr,223,1,305,1,1,0
1456,39,management,1,2,39managementmarriedtertiary,no,691,1,1,1,16,apr,517,1,255,1,0,0
1457,31,admin.,0,1,31admin.singlesecondary,no,144,1,0,1,21,nov,51,2,140,11,0,0
1458,22,student,0,1,22studentsinglesecondary,no,948,0,0,0,18,aug,215,1,197,2,0,1
1459,40,unemployed,1,2,40unemployedmarriedtertiary,no,2135,1,0,1,5,feb,171,5,230,1,0,0
1460,43,blue-collar,1,0,43blue-collarmarriedprimary,no,60,0,0,1,8,may,487,2,367,2,2,0
1461,43,admin.,0,1,43admin.singlesecondary,no,733,1,0,1,21,aug,126,1,88,4,1,1
1462,36,technician,1,2,36technicianmarriedtertiary,no,202,0,0,1,29,jan,313,1,120,3,0,1
1463,61,retired,1,1,61retiredmarriedsecondary,no,5207,0,0,1,11,sep,336,1,81,2,2,0
1464,43,management,1,2,43managementmarriedtertiary,no,228,1,0,1,26,may,55,1,113,1,0,0
1465,37,services,2,1,37servicesdivorcedsecondary,no,241,1,0,1,14,may,189,1,371,1,0,0
1467,33,blue-collar,1,0,33blue-collarmarriedprimary,no,1903,1,0,1,21,nov,337,2,182,3,0,0
1468,36,blue-collar,1,0,36blue-collarmarriedprimary,no,994,1,0,1,14,may,154,2,356,8,1,0
1469,26,entrepreneur,0,1,26entrepreneursinglesecondary,no,101,1,0,1,5,feb,810,1,268,1,0,1
1470,35,technician,1,1,35technicianmarriedsecondary,no,1368,0,0,1,27,may,329,1,41,2,2,1
1471,54,blue-collar,1,1,54blue-collarmarriedsecondary,no,175,1,0,1,3,feb,94,4,271,4,0,0
1472,36,management,0,1,36managementsinglesecondary,no,1331,1,0,1,13,may,77,3,174,1,2,0
1473,37,management,1,2,37managementmarriedtertiary,no,293,1,0,1,11,may,304,1,349,4,0,0
1474,19,student,0,0,19studentsingleprimary,no,103,0,0,1,18,jan,177,2,95,4,0,0
1475,33,unemployed,1,1,33unemployedmarriedsecondary,no,1211,0,0,1,11,feb,535,1,188,1,1,1
1476,34,technician,0,1,34techniciansinglesecondary,no,2729,1,0,1,6,apr,945,1,139,1,1,0
1477,33,admin.,0,2,33admin.singletertiary,no,272,1,0,1,1,jun,326,1,237,2,0,1
1478,47,admin.,1,1,47admin.marriedsecondary,no,368,0,0,1,23,feb,269,1,187,5,1,1
1479,35,management,0,1,35managementsinglesecondary,no,356,1,0,1,21,nov,20,5,114,7,0,0
1480,45,blue-collar,1,1,45blue-collarmarriedsecondary,no,54,1,0,1,7,may,279,1,367,1,0,0
1481,32,blue-collar,1,1,32blue-collarmarriedsecondary,no,180,1,0,1,14,apr,179,1,334,1,2,0
1482,32,admin.,1,1,32admin.marriedsecondary,no,35,0,0,1,17,dec,324,3,126,3,1,1
1483,42,technician,1,1,42technicianmarriedsecondary,no,994,1,0,1,18,jan,453,1,67,9,1,1
1484,29,blue-collar,1,1,29blue-collarmarriedsecondary,no,100,1,1,1,6,may,152,4,344,2,0,0
1485,34,admin.,2,1,34admin.divorcedsecondary,no,140,1,0,1,8,may,81,2,365,1,0,0
1486,61,retired,1,1,61retiredmarriedsecondary,no,1853,0,0,0,10,aug,520,1,181,2,1,1
1487,34,blue-collar,1,1,34blue-collarmarriedsecondary,no,2595,1,1,1,17,apr,126,1,336,2,2,0
1488,60,services,1,1,60servicesmarriedsecondary,no,292,0,1,1,2,feb,260,5,195,4,0,0
1489,55,management,1,2,55managementmarriedtertiary,no,154,0,0,0,11,may,70,2,367,3,0,0
1490,33,admin.,1,1,33admin.marriedsecondary,no,48,1,0,1,18,may,164,5,294,3,0,0
1491,35,management,0,2,35managementsingletertiary,no,2646,0,0,1,13,oct,221,1,182,1,1,1
1492,29,blue-collar,1,1,29blue-collarmarriedsecondary,no,1238,1,0,1,20,apr,478,1,341,1,0,0
1493,51,blue-collar,1,0,51blue-collarmarriedprimary,no,2832,1,0,1,20,apr,122,4,238,12,2,0
1494,33,management,2,2,33managementdivorcedtertiary,no,5550,1,0,1,13,may,124,2,278,4,0,0
1495,59,unemployed,2,1,59unemployeddivorcedsecondary,no,7469,0,0,1,22,feb,287,1,130,1,0,0
1496,53,management,1,1,53managementmarriedsecondary,no,2693,0,0,1,5,mar,90,1,104,1,0,1
1497,32,blue-collar,1,1,32blue-collarmarriedsecondary,no,889,1,0,1,3,jun,1076,2,85,3,2,1
1498,25,technician,1,1,25technicianmarriedsecondary,no,691,1,0,1,15,may,333,1,330,2,0,0
1499,42,self-employed,1,1,42self-employedmarriedsecondary,no,240,1,0,1,4,feb,183,1,189,16,2,0
1500,46,management,0,2,46managementsingletertiary,no,311,1,1,1,27,oct,96,1,158,1,0,0
1501,32,management,2,2,32managementdivorcedtertiary,no,294,1,0,1,17,apr,1095,1,274,5,1,1
1502,23,services,1,1,23servicesmarriedsecondary,no,83,1,0,1,6,may,199,1,358,1,0,0
1503,47,admin.,1,1,47admin.marriedsecondary,no,175,1,0,1,15,may,236,4,262,7,0,0
1504,43,blue-collar,1,0,43blue-collarmarriedprimary,no,188,1,0,1,12,may,58,3,347,5,0,0
1505,31,management,0,2,31managementsingletertiary,no,3283,0,0,1,2,feb,258,1,73,1,0,1
1506,31,admin.,1,1,31admin.marriedsecondary,no,685,1,0,1,15,may,552,1,329,3,0,1
1507,47,blue-collar,1,0,47blue-collarmarriedprimary,no,881,1,0,1,14,may,143,1,370,2,0,0
1508,33,management,0,2,33managementsingletertiary,no,1431,0,0,1,30,apr,94,1,85,2,0,0
1509,40,management,1,2,40managementmarriedtertiary,no,3352,1,0,1,19,nov,639,2,27,1,1,1
1510,34,management,1,1,34managementmarriedsecondary,no,56,1,0,1,20,nov,311,3,183,1,0,0
1511,46,services,1,1,46servicesmarriedsecondary,no,4,0,0,1,30,apr,268,1,261,5,2,1
1512,32,self-employed,0,2,32self-employedsingletertiary,no,1815,0,0,0,10,aug,235,1,102,2,0,1
1513,60,housemaid,1,0,60housemaidmarriedprimary,no,182,0,0,1,27,oct,83,2,76,3,0,0
1515,47,management,1,2,47managementmarriedtertiary,no,699,0,0,1,5,aug,432,3,97,2,1,0
1516,33,management,0,2,33managementsingletertiary,no,101,1,0,1,23,feb,393,2,130,1,2,0
1517,25,blue-collar,0,0,25blue-collarsingleprimary,no,147,1,0,1,20,apr,59,2,322,2,0,0
1518,29,technician,1,1,29technicianmarriedsecondary,no,1599,1,0,1,8,jul,115,1,61,1,0,0
1519,28,technician,1,1,28technicianmarriedsecondary,no,448,1,0,1,11,may,188,2,346,3,2,0
1520,40,technician,1,1,40technicianmarriedsecondary,no,694,1,0,1,3,jun,431,2,119,9,0,1
1521,60,retired,1,1,60retiredmarriedsecondary,no,11,0,0,1,29,jun,265,1,586,2,0,1
1522,36,technician,0,1,36techniciansinglesecondary,no,75,1,0,1,12,may,485,2,342,4,2,0
1523,30,retired,0,1,30retiredsinglesecondary,no,48,0,0,1,18,may,142,2,300,1,2,0
1524,28,technician,0,1,28techniciansinglesecondary,no,584,1,0,1,13,may,354,1,370,2,0,0
1525,28,technician,0,1,28techniciansinglesecondary,no,113,0,0,1,13,aug,204,3,105,1,0,1
1526,31,services,0,1,31servicessinglesecondary,no,187,1,0,1,5,may,241,1,347,1,0,0
1527,29,technician,0,1,29techniciansinglesecondary,no,1165,0,0,1,3,dec,244,2,184,1,1,1
1528,41,admin.,1,0,41admin.marriedprimary,no,1314,1,0,1,20,apr,159,1,326,1,0,0
1530,55,management,2,2,55managementdivorcedtertiary,no,481,1,0,0,8,may,147,2,298,3,0,0
1531,41,admin.,1,1,41admin.marriedsecondary,no,542,1,0,0,11,may,64,2,347,1,2,0
1532,31,management,0,1,31managementsinglesecondary,no,1090,1,0,1,8,may,50,1,303,1,0,0
1533,33,admin.,0,1,33admin.singlesecondary,no,901,0,0,1,3,feb,18,5,6,3,2,0
1534,56,management,1,2,56managementmarriedtertiary,no,616,0,0,1,30,apr,225,1,83,1,1,1
1535,34,admin.,1,1,34admin.marriedsecondary,no,774,1,1,1,14,may,163,1,175,6,2,0
1536,33,technician,1,1,33technicianmarriedsecondary,no,183,0,0,1,16,jul,457,2,182,3,2,1
1537,34,services,1,1,34servicesmarriedsecondary,no,210,1,1,1,17,apr,175,1,332,1,0,0
1538,59,management,1,2,59managementmarriedtertiary,no,3342,0,0,1,18,mar,467,2,188,6,2,1
1539,27,student,0,1,27studentsinglesecondary,no,3096,1,0,0,6,may,62,4,357,1,0,0
1540,37,services,1,1,37servicesmarriedsecondary,no,981,0,0,1,7,jul,682,2,386,1,1,1
1541,37,blue-collar,0,1,37blue-collarsinglesecondary,no,111,1,0,1,5,feb,60,2,272,2,0,0
1542,41,blue-collar,1,1,41blue-collarmarriedsecondary,no,2067,1,0,1,11,may,208,4,325,4,0,0
1543,86,retired,1,0,86retiredmarriedprimary,no,1255,0,0,1,14,oct,192,2,92,4,1,0
1544,59,technician,1,1,59technicianmarriedsecondary,no,2308,0,0,1,30,apr,815,1,87,1,2,1
1546,28,services,0,1,28servicessinglesecondary,no,437,1,1,1,17,apr,219,1,322,2,0,0
1547,29,admin.,1,2,29admin.marriedtertiary,no,238,0,0,1,25,may,344,2,88,1,0,1
1548,49,management,1,2,49managementmarriedtertiary,no,85,1,0,1,14,may,590,5,359,1,2,1
1549,47,entrepreneur,0,2,47entrepreneursingletertiary,no,77,1,1,1,7,may,308,1,335,3,0,0
1550,36,admin.,0,1,36admin.singlesecondary,no,185,1,0,1,15,may,61,4,371,5,2,0
1551,38,technician,0,2,38techniciansingletertiary,no,5122,1,0,1,20,nov,370,1,184,1,0,0
1552,38,services,1,1,38servicesmarriedsecondary,no,2678,0,0,1,28,sep,282,2,187,1,1,1
1553,44,management,2,2,44managementdivorcedtertiary,no,36,0,0,1,26,oct,127,2,153,3,0,0
1554,48,housemaid,1,2,48housemaidmarriedtertiary,no,5473,0,0,1,24,feb,127,2,184,2,1,1
1555,72,retired,1,0,72retiredmarriedprimary,no,4657,0,0,1,27,sep,132,4,94,16,2,0
1556,32,technician,0,2,32techniciansingletertiary,no,1710,1,0,1,15,may,439,1,175,3,2,0
1557,33,blue-collar,1,1,33blue-collarmarriedsecondary,no,478,1,0,1,7,may,349,1,338,1,0,0
1558,38,blue-collar,1,0,38blue-collarmarriedprimary,no,398,1,1,1,17,apr,239,1,332,1,0,0
1559,33,management,2,2,33managementdivorcedtertiary,no,525,1,1,1,17,apr,260,1,281,1,2,0
1560,29,technician,0,2,29techniciansingletertiary,no,2489,1,0,1,3,mar,355,1,86,5,0,1
1561,52,technician,1,1,52technicianmarriedsecondary,no,195,1,0,1,18,feb,220,1,63,5,0,1
1562,46,services,1,1,46servicesmarriedsecondary,no,22,1,0,1,21,nov,153,1,197,3,0,0
1563,38,entrepreneur,2,1,38entrepreneurdivorcedsecondary,no,1190,1,0,1,4,jun,81,2,391,3,0,1
1564,31,blue-collar,0,1,31blue-collarsinglesecondary,no,1205,1,0,1,16,apr,462,1,328,2,2,0
1565,33,technician,0,2,33techniciansingletertiary,no,6281,1,0,1,1,jul,1057,1,393,4,1,0
1566,43,management,1,2,43managementmarriedtertiary,no,489,1,0,1,8,may,130,1,172,2,2,0
1567,42,management,1,2,42managementmarriedtertiary,no,144,0,0,1,4,mar,148,1,87,4,0,1
1568,25,blue-collar,0,1,25blue-collarsinglesecondary,no,1857,1,0,1,13,jul,195,2,91,10,1,1
1569,41,unemployed,0,1,41unemployedsinglesecondary,no,75,1,0,1,8,may,103,2,344,1,0,0
1570,28,student,0,1,28studentsinglesecondary,no,1925,0,0,1,25,may,252,1,88,4,0,1
1571,67,retired,1,1,67retiredmarriedsecondary,no,2048,0,0,1,16,sep,452,5,195,4,2,1
1572,38,services,1,1,38servicesmarriedsecondary,no,4017,0,0,1,4,aug,470,1,96,3,1,1
1573,39,self-employed,0,2,39self-employedsingletertiary,no,917,1,0,1,5,feb,161,2,258,1,0,0
1574,55,housemaid,2,0,55housemaiddivorcedprimary,no,976,0,0,1,28,jun,345,1,94,3,2,1
1575,33,unemployed,0,1,33unemployedsinglesecondary,no,2066,0,1,1,9,sep,305,1,749,2,0,1
1576,58,technician,1,1,58technicianmarriedsecondary,no,5618,1,0,1,20,nov,361,2,189,1,0,0
1577,34,management,0,2,34managementsingletertiary,no,1228,0,0,1,30,apr,580,2,84,8,1,1
1578,76,retired,1,0,76retiredmarriedprimary,no,3324,0,0,1,13,aug,227,2,192,1,0,1
1579,47,blue-collar,1,2,47blue-collarmarriedtertiary,no,3745,0,0,1,7,may,113,1,200,1,0,0
1580,57,technician,1,1,57technicianmarriedsecondary,no,589,1,0,1,2,feb,223,1,76,4,0,0
1581,53,admin.,1,1,53admin.marriedsecondary,no,225,1,0,1,20,apr,304,1,340,1,0,0
1583,37,admin.,0,1,37admin.singlesecondary,no,728,0,0,1,3,feb,129,1,174,2,2,1
1584,37,blue-collar,1,0,37blue-collarmarriedprimary,no,2120,1,0,1,15,may,655,3,175,4,0,1
1585,30,technician,0,1,30techniciansinglesecondary,no,728,1,0,1,5,feb,393,1,261,1,2,0
1586,46,entrepreneur,0,2,46entrepreneursingletertiary,no,1410,1,0,1,19,nov,93,1,189,8,0,0
1587,34,technician,1,2,34technicianmarriedtertiary,no,352,1,0,1,16,apr,288,3,324,1,2,0
1588,60,retired,1,1,60retiredmarriedsecondary,no,263,0,0,1,2,jul,317,1,330,2,0,0
1589,33,admin.,1,1,33admin.marriedsecondary,no,1737,0,0,1,14,aug,228,2,106,2,0,0
1590,32,management,0,2,32managementsingletertiary,no,718,1,0,1,29,dec,155,1,197,1,1,1
1591,49,management,1,2,49managementmarriedtertiary,no,1093,1,1,1,15,sep,316,1,246,4,1,1
1592,31,unemployed,1,2,31unemployedmarriedtertiary,no,330,0,0,1,13,jul,309,1,181,3,1,1
1593,53,blue-collar,1,0,53blue-collarmarriedprimary,no,273,1,0,1,18,may,248,1,279,2,0,0
1594,40,unemployed,2,1,40unemployeddivorcedsecondary,no,193,1,0,1,7,may,195,1,357,1,0,0
1595,49,technician,1,1,49technicianmarriedsecondary,no,177,1,1,1,28,jan,90,1,204,1,0,0
1596,37,management,1,2,37managementmarriedtertiary,no,26,0,0,1,17,jun,151,7,62,4,0,0
1597,35,blue-collar,1,1,35blue-collarmarriedsecondary,no,262,0,0,1,2,jul,96,2,109,4,1,0
1598,66,management,1,2,66managementmarriedtertiary,no,6251,0,0,1,10,aug,273,2,356,10,2,0
1599,45,admin.,1,1,45admin.marriedsecondary,no,1214,1,0,1,2,feb,150,2,189,2,0,0
1600,52,unemployed,1,1,52unemployedmarriedsecondary,no,1416,0,0,1,13,sep,218,3,187,3,1,1
1601,40,technician,0,2,40techniciansingletertiary,no,1646,1,0,1,4,aug,173,1,92,5,1,1
1602,40,admin.,1,1,40admin.marriedsecondary,no,168,1,0,1,7,may,249,2,169,1,0,0
1603,44,blue-collar,1,0,44blue-collarmarriedprimary,no,228,1,0,1,17,apr,273,1,343,1,2,0
1604,61,management,1,2,61managementmarriedtertiary,no,997,0,0,1,22,jun,269,1,104,1,1,1
1605,43,services,1,1,43servicesmarriedsecondary,no,774,0,0,1,25,mar,101,1,421,1,1,1
1606,34,management,2,2,34managementdivorcedtertiary,no,2279,1,1,1,20,apr,138,2,150,4,2,0
1607,60,technician,1,1,60technicianmarriedsecondary,no,1139,0,0,1,6,feb,67,2,207,2,0,0
1608,23,student,0,1,23studentsinglesecondary,no,1234,0,0,1,15,feb,379,1,91,1,1,1
1609,50,blue-collar,1,0,50blue-collarmarriedprimary,no,953,1,0,1,13,may,315,1,364,2,0,0
1610,32,services,1,1,32servicesmarriedsecondary,no,28,1,0,1,13,may,88,1,370,1,0,0
1612,26,services,1,1,26servicesmarriedsecondary,no,77,1,0,1,15,may,619,1,340,4,0,1
1613,31,self-employed,0,2,31self-employedsingletertiary,no,578,1,0,1,17,apr,664,1,319,4,0,0
1614,43,services,1,1,43servicesmarriedsecondary,no,2145,0,0,1,22,may,271,1,183,3,0,1
1615,43,management,0,2,43managementsingletertiary,no,146,0,0,1,21,nov,50,1,113,5,2,0
1616,32,admin.,1,1,32admin.marriedsecondary,no,413,1,0,1,20,apr,95,3,341,2,0,0
1617,30,blue-collar,1,1,30blue-collarmarriedsecondary,no,1171,1,0,1,17,apr,45,7,324,2,0,0
1618,49,management,1,2,49managementmarriedtertiary,no,1,0,0,0,13,aug,640,2,101,4,1,1
1619,29,technician,0,2,29techniciansingletertiary,no,183,1,1,1,6,may,64,1,343,2,0,0
1620,30,services,1,2,30servicesmarriedtertiary,no,1019,0,0,1,4,feb,155,1,234,1,2,0
1621,34,self-employed,1,2,34self-employedmarriedtertiary,no,1545,1,0,1,20,nov,895,1,183,2,0,0
1622,54,retired,2,2,54retireddivorcedtertiary,no,349,1,0,1,12,may,176,2,175,1,0,0
1623,83,retired,1,2,83retiredmarriedtertiary,no,6236,0,0,1,11,aug,155,1,190,2,0,0
1624,32,admin.,0,1,32admin.singlesecondary,no,1,0,0,1,2,feb,75,1,208,1,0,0
1625,55,management,2,2,55managementdivorcedtertiary,no,2383,0,0,1,5,aug,1019,2,63,2,1,1
1626,26,blue-collar,0,0,26blue-collarsingleprimary,no,155,1,0,1,29,jan,291,1,244,4,0,0
1627,43,blue-collar,1,1,43blue-collarmarriedsecondary,no,1927,1,0,1,20,apr,149,1,152,1,0,0
1628,19,student,0,1,19studentsinglesecondary,no,329,0,0,1,30,apr,169,1,190,2,1,1
1629,38,technician,2,1,38techniciandivorcedsecondary,no,566,1,0,1,8,may,44,2,275,2,0,0
1630,30,blue-collar,1,0,30blue-collarmarriedprimary,no,262,1,0,1,20,apr,15,4,343,3,2,0
1631,58,unemployed,1,1,58unemployedmarriedsecondary,no,3867,1,0,0,11,may,159,1,364,2,0,0
1632,40,admin.,1,1,40admin.marriedsecondary,no,367,1,0,0,5,feb,89,1,274,1,0,0
1633,34,blue-collar,0,1,34blue-collarsinglesecondary,no,1475,1,0,1,16,nov,1166,3,530,12,2,0
1634,58,technician,1,2,58technicianmarriedtertiary,no,883,0,0,1,18,aug,543,1,78,2,0,0
1636,54,blue-collar,1,0,54blue-collarmarriedprimary,no,1311,0,0,0,15,oct,485,3,184,3,0,1
1637,27,blue-collar,0,2,27blue-collarsingletertiary,no,567,0,0,1,25,nov,238,2,184,1,1,1
1638,70,retired,1,1,70retiredmarriedsecondary,no,2815,0,0,1,26,apr,125,2,182,1,0,0
1639,25,student,0,1,25studentsinglesecondary,no,1116,1,0,1,1,jun,119,1,20,5,0,0
1640,40,retired,1,0,40retiredmarriedprimary,no,407,1,0,1,2,feb,200,1,271,1,0,0
